,estimate,lower,upper,Group
0.0,0.033707865168539325,0.012190190988328242,0.05522553934875041,"Yes, definitely"
1.5918367346938775,0.033707865168539325,0.012190190988328242,0.05522553934875041,"Yes, definitely"
3.183673469387755,0.038523274478330656,0.015241179731347924,0.06180536922531339,"Yes, definitely"
4.775510204081632,0.0449438202247191,0.020984767022422413,0.06890287342701579,"Yes, definitely"
6.36734693877551,0.04654895666131621,0.022124312748248724,0.0709736005743837,"Yes, definitely"
7.959183673469388,0.048154093097913325,0.024019390793469906,0.07228879540235675,"Yes, definitely"
9.551020408163264,0.052969502407704656,0.028307203283315173,0.07763180153209415,"Yes, definitely"
11.142857142857142,0.0593900481540931,0.033545014304239965,0.08523508200394624,"Yes, definitely"
12.73469387755102,0.06581059390048154,0.0384901252625174,0.09313106253844568,"Yes, definitely"
14.326530612244898,0.07223113964686999,0.044080337240952276,0.10038194205278769,"Yes, definitely"
15.918367346938776,0.07223113964686999,0.044080337240952276,0.10038194205278769,"Yes, definitely"
17.510204081632654,0.0754414125200642,0.04701332566082218,0.10386949937930622,"Yes, definitely"
19.10204081632653,0.07865168539325842,0.049725622055075455,0.1075777487314414,"Yes, definitely"
20.693877551020407,0.07865168539325842,0.049725622055075455,0.1075777487314414,"Yes, definitely"
22.285714285714285,0.08507223113964688,0.054638339863975455,0.1155061224153183,"Yes, definitely"
23.877551020408163,0.09149277688603531,0.059837615711053865,0.12314793806101676,"Yes, definitely"
25.46938775510204,0.09791332263242375,0.06542408050757573,0.13040256475727177,"Yes, definitely"
27.06122448979592,0.09951845906902086,0.0672996415532286,0.13173727658481313,"Yes, definitely"
28.653061224489797,0.10272873194221509,0.07027975487384304,0.13517770901058712,"Yes, definitely"
30.244897959183675,0.11235955056179775,0.07980845945249901,0.1449106416710965,"Yes, definitely"
31.836734693877553,0.12038523274478331,0.08522031572517319,0.15555014976439344,"Yes, definitely"
33.42857142857143,0.13162118780096307,0.09489238092248649,0.16834999467943967,"Yes, definitely"
35.02040816326531,0.1508828250401284,0.11191926657690748,0.18984638350334931,"Yes, definitely"
36.61224489795919,0.17014446227929375,0.12749172053567176,0.21279720402291574,"Yes, definitely"
38.20408163265306,0.1958266452648475,0.15031756863135315,0.24133572189834185,"Yes, definitely"
39.795918367346935,0.20545746388443017,0.1591249438478513,0.25178998392100904,"Yes, definitely"
41.38775510204081,0.2375601926163724,0.18592657745250984,0.28919380778023496,"Yes, definitely"
42.97959183673469,0.2504012841091493,0.19854222751792994,0.30226034070036867,"Yes, definitely"
44.57142857142857,0.2696629213483146,0.21716973309665022,0.322156109599979,"Yes, definitely"
46.16326530612245,0.3097913322632424,0.25700202869087174,0.36258063583561306,"Yes, definitely"
47.755102040816325,0.3113964686998395,0.2585957359850034,0.3641972014146756,"Yes, definitely"
49.3469387755102,0.3274478330658106,0.27219376631726283,0.38270189981435837,"Yes, definitely"
50.93877551020408,0.3563402889245586,0.29936925948658233,0.4133113183625349,"Yes, definitely"
52.53061224489796,0.37720706260032105,0.32140784034262343,0.4330062848580187,"Yes, definitely"
54.12244897959184,0.39325842696629215,0.33697290041606254,0.44954395351652177,"Yes, definitely"
55.714285714285715,0.4012841091492777,0.3453732559265229,0.4571949623720325,"Yes, definitely"
57.30612244897959,0.42857142857142855,0.3739967897271268,0.4831460674157303,"Yes, definitely"
58.89795918367347,0.4333868378812199,0.37816554233729055,0.48860813342514925,"Yes, definitely"
60.48979591836735,0.449438202247191,0.39241776779422344,0.5064586367001586,"Yes, definitely"
62.08163265306123,0.4606741573033708,0.404401139243727,0.5169471753630146,"Yes, definitely"
63.673469387755105,0.46869983948635635,0.4127907849945436,0.5246088939781691,"Yes, definitely"
65.26530612244898,0.47351524879614765,0.4173406086504012,0.5296898889418941,"Yes, definitely"
66.85714285714286,0.4751203852327448,0.4185123845615114,0.5317283859039782,"Yes, definitely"
68.44897959183673,0.48154093097913325,0.42618685020553665,0.5368950117527299,"Yes, definitely"
70.04081632653062,0.48635634028892455,0.43095685828332775,0.5417558222945213,"Yes, definitely"
71.63265306122449,0.48796147672552165,0.43244231385599785,0.5434806395950454,"Yes, definitely"
73.22448979591837,0.492776886035313,0.43734110981591373,0.5482126622547122,"Yes, definitely"
74.81632653061224,0.49919743178170145,0.44296195588743886,0.555432907675964,"Yes, definitely"
76.40816326530611,0.5040128410914928,0.4480929950819038,0.5599326871010818,"Yes, definitely"
78.0,0.5136436597110754,0.45635577004622063,0.5709315493759302,"Yes, definitely"
0.0,0.0,0.0,0.0,Probably
1.5918367346938775,0.0,0.0,0.0,Probably
3.183673469387755,0.0,0.0,0.0,Probably
4.775510204081632,0.0,0.0,0.0,Probably
6.36734693877551,0.0,0.0,0.0,Probably
7.959183673469388,0.0,0.0,0.0,Probably
9.551020408163264,0.0,0.0,0.0,Probably
11.142857142857142,0.0,0.0,0.0,Probably
12.73469387755102,0.0,0.0,0.0,Probably
14.326530612244898,0.0,0.0,0.0,Probably
15.918367346938776,0.0,0.0,0.0,Probably
17.510204081632654,0.0,0.0,0.0,Probably
19.10204081632653,0.0,0.0,0.0,Probably
20.693877551020407,0.0,0.0,0.0,Probably
22.285714285714285,0.0,0.0,0.0,Probably
23.877551020408163,0.0,0.0,0.0,Probably
25.46938775510204,0.0,0.0,0.0,Probably
27.06122448979592,0.004761904761904762,0.0,0.0153634510264945,Probably
28.653061224489797,0.004761904761904762,0.0,0.0153634510264945,Probably
30.244897959183675,0.004761904761904762,0.0,0.0153634510264945,Probably
31.836734693877553,0.009523809523809525,0.0,0.023809523809523808,Probably
33.42857142857143,0.014285714285714285,0.0,0.03381886359443029,Probably
35.02040816326531,0.01904761904761905,0.0,0.04309405937705255,Probably
36.61224489795919,0.023809523809523808,0.0,0.05105624673331362,Probably
38.20408163265306,0.0380952380952381,0.006806257674481626,0.06938421851599458,Probably
39.795918367346935,0.06190476190476191,0.022611990093744025,0.10119753371577979,Probably
41.38775510204081,0.08095238095238096,0.03826811956984965,0.12363664233491226,Probably
42.97959183673469,0.09047619047619047,0.04820972963642359,0.13274265131595736,Probably
44.57142857142857,0.11428571428571428,0.06617746112184898,0.16239396744957957,Probably
46.16326530612245,0.11904761904761904,0.06960529876827592,0.16848993932696216,Probably
47.755102040816325,0.11904761904761904,0.06960529876827592,0.16848993932696216,Probably
49.3469387755102,0.12857142857142856,0.07568939089972809,0.18145346624312902,Probably
50.93877551020408,0.13333333333333333,0.07817900976338067,0.188487656903286,Probably
52.53061224489796,0.1380952380952381,0.08100416424996124,0.19518631194051497,Probably
54.12244897959184,0.15714285714285714,0.09530183246158992,0.21898388182412437,Probably
55.714285714285715,0.15714285714285714,0.09530183246158992,0.21898388182412437,Probably
57.30612244897959,0.19047619047619047,0.11959839678473541,0.26135398416764555,Probably
58.89795918367347,0.19047619047619047,0.11959839678473541,0.26135398416764555,Probably
60.48979591836735,0.21904761904761905,0.14034924615911998,0.2977459919361181,Probably
62.08163265306123,0.24761904761904763,0.1620342593132263,0.33320383592486896,Probably
63.673469387755105,0.24761904761904763,0.1620342593132263,0.33320383592486896,Probably
65.26530612244898,0.2571428571428571,0.17253998681943117,0.34174572746628307,Probably
66.85714285714286,0.2571428571428571,0.17253998681943117,0.34174572746628307,Probably
68.44897959183673,0.2619047619047619,0.17658822444205283,0.34722129936747104,Probably
70.04081632653062,0.2619047619047619,0.17658822444205283,0.34722129936747104,Probably
71.63265306122449,0.2714285714285714,0.1865639071726026,0.3562932356845402,Probably
73.22448979591837,0.28095238095238095,0.19762644220918013,0.3642783196955818,Probably
74.81632653061224,0.28095238095238095,0.19762644220918013,0.3642783196955818,Probably
76.40816326530611,0.29523809523809524,0.2086227485689525,0.381853441907238,Probably
78.0,0.3047619047619048,0.2167996639315919,0.3927241455922177,Probably
0.0,0.0,0.0,0.0,Unsure
1.5918367346938775,0.0,0.0,0.0,Unsure
3.183673469387755,0.0,0.0,0.0,Unsure
4.775510204081632,0.0,0.0,0.0,Unsure
6.36734693877551,0.0,0.0,0.0,Unsure
7.959183673469388,0.0,0.0,0.0,Unsure
9.551020408163264,0.0,0.0,0.0,Unsure
11.142857142857142,0.0,0.0,0.0,Unsure
12.73469387755102,0.0,0.0,0.0,Unsure
14.326530612244898,0.0,0.0,0.0,Unsure
15.918367346938776,0.0,0.0,0.0,Unsure
17.510204081632654,0.0,0.0,0.0,Unsure
19.10204081632653,0.0,0.0,0.0,Unsure
20.693877551020407,0.0,0.0,0.0,Unsure
22.285714285714285,0.0,0.0,0.0,Unsure
23.877551020408163,0.0,0.0,0.0,Unsure
25.46938775510204,0.00641025641025641,0.0,0.022310903076540385,Unsure
27.06122448979592,0.00641025641025641,0.0,0.022310903076540385,Unsure
28.653061224489797,0.00641025641025641,0.0,0.022310903076540385,Unsure
30.244897959183675,0.00641025641025641,0.0,0.022310903076540385,Unsure
31.836734693877553,0.00641025641025641,0.0,0.022310903076540385,Unsure
33.42857142857143,0.00641025641025641,0.0,0.022310903076540385,Unsure
35.02040816326531,0.00641025641025641,0.0,0.022310903076540385,Unsure
36.61224489795919,0.019230769230769232,0.0,0.04824286588698527,Unsure
38.20408163265306,0.019230769230769232,0.0,0.04824286588698527,Unsure
39.795918367346935,0.019230769230769232,0.0,0.04824286588698527,Unsure
41.38775510204081,0.019230769230769232,0.0,0.04824286588698527,Unsure
42.97959183673469,0.019230769230769232,0.0,0.04824286588698527,Unsure
44.57142857142857,0.019230769230769232,0.0,0.04824286588698527,Unsure
46.16326530612245,0.03205128205128205,0.0,0.07004305073790804,Unsure
47.755102040816325,0.03205128205128205,0.0,0.07004305073790804,Unsure
49.3469387755102,0.03205128205128205,0.0,0.07004305073790804,Unsure
50.93877551020408,0.04487179487179487,0.0026507634016032025,0.08709282634198653,Unsure
52.53061224489796,0.04487179487179487,0.0026507634016032025,0.08709282634198653,Unsure
54.12244897959184,0.04487179487179487,0.0026507634016032025,0.08709282634198653,Unsure
55.714285714285715,0.04487179487179487,0.0026507634016032025,0.08709282634198653,Unsure
57.30612244897959,0.04487179487179487,0.0026507634016032025,0.08709282634198653,Unsure
58.89795918367347,0.04487179487179487,0.0026507634016032025,0.08709282634198653,Unsure
60.48979591836735,0.05128205128205128,0.0016403560427086517,0.10092374652139391,Unsure
62.08163265306123,0.057692307692307696,0.00249476861277121,0.11288984677184419,Unsure
63.673469387755105,0.057692307692307696,0.00249476861277121,0.11288984677184419,Unsure
65.26530612244898,0.0641025641025641,0.006410256410256408,0.12179487179487178,Unsure
66.85714285714286,0.0641025641025641,0.006410256410256408,0.12179487179487178,Unsure
68.44897959183673,0.07051282051282051,0.0115855791301748,0.12944006189546622,Unsure
70.04081632653062,0.07051282051282051,0.0115855791301748,0.12944006189546622,Unsure
71.63265306122449,0.07051282051282051,0.0115855791301748,0.12944006189546622,Unsure
73.22448979591837,0.07051282051282051,0.0115855791301748,0.12944006189546622,Unsure
74.81632653061224,0.07692307692307693,0.017293974664698175,0.13655217918145568,Unsure
76.40816326530611,0.08974358974358974,0.02679854250931933,0.15268863697786017,Unsure
78.0,0.10256410256410256,0.034607069933007883,0.17052113519519724,Unsure
0.0,0.0,0.0,0.0,Probably not
1.5918367346938775,0.0,0.0,0.0,Probably not
3.183673469387755,0.0,0.0,0.0,Probably not
4.775510204081632,0.0,0.0,0.0,Probably not
6.36734693877551,0.0,0.0,0.0,Probably not
7.959183673469388,0.0,0.0,0.0,Probably not
9.551020408163264,0.0,0.0,0.0,Probably not
11.142857142857142,0.0,0.0,0.0,Probably not
12.73469387755102,0.0,0.0,0.0,Probably not
14.326530612244898,0.0,0.0,0.0,Probably not
15.918367346938776,0.0,0.0,0.0,Probably not
17.510204081632654,0.0,0.0,0.0,Probably not
19.10204081632653,0.0,0.0,0.0,Probably not
20.693877551020407,0.0,0.0,0.0,Probably not
22.285714285714285,0.0,0.0,0.0,Probably not
23.877551020408163,0.0,0.0,0.0,Probably not
25.46938775510204,0.0,0.0,0.0,Probably not
27.06122448979592,0.0,0.0,0.0,Probably not
28.653061224489797,0.0,0.0,0.0,Probably not
30.244897959183675,0.0,0.0,0.0,Probably not
31.836734693877553,0.0,0.0,0.0,Probably not
33.42857142857143,0.0,0.0,0.0,Probably not
35.02040816326531,0.0,0.0,0.0,Probably not
36.61224489795919,0.0,0.0,0.0,Probably not
38.20408163265306,0.0,0.0,0.0,Probably not
39.795918367346935,0.0,0.0,0.0,Probably not
41.38775510204081,0.0,0.0,0.0,Probably not
42.97959183673469,0.0,0.0,0.0,Probably not
44.57142857142857,0.0,0.0,0.0,Probably not
46.16326530612245,0.0064516129032258064,0.0,0.022598894119333354,Probably not
47.755102040816325,0.0064516129032258064,0.0,0.022598894119333354,Probably not
49.3469387755102,0.0064516129032258064,0.0,0.022598894119333354,Probably not
50.93877551020408,0.0064516129032258064,0.0,0.022598894119333354,Probably not
52.53061224489796,0.012903225806451613,0.0,0.03870967741935484,Probably not
54.12244897959184,0.012903225806451613,0.0,0.03870967741935484,Probably not
55.714285714285715,0.012903225806451613,0.0,0.03870967741935484,Probably not
57.30612244897959,0.012903225806451613,0.0,0.03870967741935484,Probably not
58.89795918367347,0.01935483870967742,0.0,0.04938110356227883,Probably not
60.48979591836735,0.025806451612903226,0.0,0.06003707265776019,Probably not
62.08163265306123,0.025806451612903226,0.0,0.06003707265776019,Probably not
63.673469387755105,0.025806451612903226,0.0,0.06003707265776019,Probably not
65.26530612244898,0.025806451612903226,0.0,0.06003707265776019,Probably not
66.85714285714286,0.025806451612903226,0.0,0.06003707265776019,Probably not
68.44897959183673,0.025806451612903226,0.0,0.06003707265776019,Probably not
70.04081632653062,0.025806451612903226,0.0,0.06003707265776019,Probably not
71.63265306122449,0.025806451612903226,0.0,0.06003707265776019,Probably not
73.22448979591837,0.03870967741935484,0.0,0.08226877080359453,Probably not
74.81632653061224,0.03870967741935484,0.0,0.08226877080359453,Probably not
76.40816326530611,0.04516129032258064,0.0,0.09291737054203215,Probably not
78.0,0.05161290322580645,0.0018278627789791793,0.10139794367263372,Probably not
0.0,0.0,0.0,0.0,"No, definitely not"
1.5918367346938775,0.0,0.0,0.0,"No, definitely not"
3.183673469387755,0.0,0.0,0.0,"No, definitely not"
4.775510204081632,0.0,0.0,0.0,"No, definitely not"
6.36734693877551,0.0,0.0,0.0,"No, definitely not"
7.959183673469388,0.0,0.0,0.0,"No, definitely not"
9.551020408163264,0.0,0.0,0.0,"No, definitely not"
11.142857142857142,0.0,0.0,0.0,"No, definitely not"
12.73469387755102,0.0,0.0,0.0,"No, definitely not"
14.326530612244898,0.0,0.0,0.0,"No, definitely not"
15.918367346938776,0.0,0.0,0.0,"No, definitely not"
17.510204081632654,0.0,0.0,0.0,"No, definitely not"
19.10204081632653,0.0,0.0,0.0,"No, definitely not"
20.693877551020407,0.0,0.0,0.0,"No, definitely not"
22.285714285714285,0.0,0.0,0.0,"No, definitely not"
